timestamp,device_id,pressure_bar,pressure_status,flow_rate_lpm,total_volume_l,tds_ppm,tds_status,ph,ph_status,temperature_c,wifi_status,signal_strength_dbm,sensor_status,alert
2025-01-01 01:55:00,ESP32_WA_01,3.81,Normal,1.79,4.66,537,Moderate,6.63,Acidic,26.26,Connected,-63,OK,None
2025-01-01 02:00:00,ESP32_WA_01,2.98,Normal,4.0,4.99,460,Moderate,7.28,Neutral,24.14,Connected,-65,OK,None
2025-01-01 02:05:00,ESP32_WA_01,2.42,Normal,5.01,5.41,399,Moderate,7.47,Neutral,22.56,Disconnected,-58,Fault,Sensor Fault
2025-01-01 02:10:00,ESP32_WA_01,2.84,Normal,10.0,6.25,440,Moderate,7.31,Neutral,25.84,Connected,-60,OK,None
2025-01-01 02:15:00,ESP32_WA_01,2.08,Normal,9.75,7.06,95,Good,7.41,Neutral,29.76,Connected,-64,OK,None
2025-01-01 02:20:00,ESP32_WA_01,3.42,Normal,2.81,7.29,507,Moderate,7.42,Neutral,25.0,Connected,-77,OK,None
2025-01-01 02:25:00,ESP32_WA_01,2.83,Normal,3.15,7.55,386,Moderate,7.31,Neutral,26.35,Connected,-73,OK,None
2025-01-01 02:30:00,ESP32_WA_01,2.7,Normal,2.57,7.77,543,Moderate,6.72,Acidic,26.21,Disconnected,-73,Fault,Sensor Fault
2025-01-01 02:35:00,ESP32_WA_01,3.43,Normal,1.58,7.9,249,Good,7.21,Neutral,24.89,Connected,-57,OK,None
2025-01-01 02:40:00,ESP32_WA_01,2.34,Normal,4.58,8.28,293,Good,6.94,Neutral,27.65,Connected,-84,OK,None
2025-01-01 02:45:00,ESP32_WA_01,3.21,Normal,5.77,8.76,497,Moderate,7.07,Neutral,23.35,Connected,-83,OK,None
2025-01-01 02:50:00,ESP32_WA_01,2.17,Normal,1.77,8.91,228,Good,7.85,Alkaline,25.65,Connected,-80,OK,None
2025-01-01 02:55:00,ESP32_WA_01,2.74,Normal,1.58,9.04,120,Good,7.22,Neutral,25.57,Connected,-57,OK,None
2025-01-01 03:00:00,ESP32_WA_01,2.52,Normal,1.92,9.2,182,Good,6.81,Neutral,31.34,Connected,-66,OK,None
2025-01-01 03:05:00,ESP32_WA_01,3.58,Normal,0.29,9.23,427,Moderate,7.25,Neutral,22.94,Connected,-59,OK,None
2025-01-01 03:10:00,ESP32_WA_01,3.71,Normal,3.26,9.5,622,Poor,7.11,Neutral,22.6,Connected,-56,OK,None
2025-01-01 03:15:00,ESP32_WA_01,2.87,Normal,8.81,10.23,415,Moderate,7.63,Alkaline,22.08,Connected,-71,OK,None
2025-01-01 03:20:00,ESP32_WA_01,3.34,Normal,2.95,10.48,346,Moderate,7.29,Neutral,27.22,Connected,-70,OK,None
2025-01-01 03:25:00,ESP32_WA_01,2.93,Normal,1.07,10.57,276,Good,6.86,Neutral,21.46,Connected,-90,OK,None
2025-01-01 03:30:00,ESP32_WA_01,3.23,Normal,2.95,10.81,121,Good,7.34,Neutral,20.47,Connected,-53,OK,None
2025-01-01 03:35:00,ESP32_WA_01,2.7,Normal,4.33,11.17,235,Good,7.17,Neutral,22.88,Connected,-73,OK,None
2025-01-01 03:40:00,ESP32_WA_01,2.32,Normal,2.36,11.37,497,Moderate,6.94,Neutral,26.8,Connected,-55,OK,None
2025-01-01 03:45:00,ESP32_WA_01,2.28,Normal,1.36,11.48,367,Moderate,6.5,Acidic,24.6,Connected,-80,OK,None
2025-01-01 03:50:00,ESP32_WA_01,3.15,Normal,2.84,11.72,483,Moderate,7.26,Neutral,25.19,Disconnected,-52,Fault,Sensor Fault
2025-01-01 03:55:00,ESP32_WA_01,3.9,Normal,2.62,11.94,435,Moderate,6.95,Neutral,25.68,Connected,-58,OK,None
2025-01-01 04:00:00,ESP32_WA_01,3.11,Normal,3.35,12.22,154,Good,7.44,Neutral,33.91,Connected,-72,OK,None
2025-01-01 04:05:00,ESP32_WA_01,2.79,Normal,5.06,12.64,530,Moderate,7.73,Alkaline,20.54,Connected,-63,OK,None
2025-01-01 04:10:00,ESP32_WA_01,3.76,Normal,1.44,12.76,492,Moderate,8.2,Alkaline,21.33,Connected,-84,OK,pH Out of Range
2025-01-01 04:15:00,ESP32_WA_01,3.09,Normal,2.4,12.96,122,Good,7.23,Neutral,22.88,Disconnected,-57,Fault,Sensor Fault
2025-01-01 04:20:00,ESP32_WA_01,3.04,Normal,3.07,13.22,80,Good,7.16,Neutral,25.19,Connected,-78,OK,None
2025-01-01 04:25:00,ESP32_WA_01,3.1,Normal,4.19,13.56,340,Moderate,6.87,Neutral,22.52,Connected,-66,OK,None
2025-01-01 04:30:00,ESP32_WA_01,2.95,Normal,2.86,13.8,296,Good,7.42,Neutral,19.75,Connected,-42,OK,None
2025-01-01 04:35:00,ESP32_WA_01,2.88,Normal,5.06,14.22,337,Moderate,6.57,Acidic,25.24,Connected,-71,OK,None
2025-01-01 04:40:00,ESP32_WA_01,2.43,Normal,3.3,14.5,339,Moderate,6.97,Neutral,21.56,Connected,-63,OK,None
2025-01-01 04:45:00,ESP32_WA_01,3.2,Normal,0.66,14.55,405,Moderate,7.26,Neutral,23.74,Connected,-71,OK,None
2025-01-01 04:50:00,ESP32_WA_01,2.96,Normal,6.97,15.14,224,Good,7.37,Neutral,24.45,Connected,-55,OK,None
2025-01-01 04:55:00,ESP32_WA_01,3.48,Normal,1.7,15.28,80,Good,6.97,Neutral,23.88,Connected,-56,OK,None
2025-01-01 05:00:00,ESP32_WA_01,2.85,Normal,5.73,15.75,613,Poor,7.55,Neutral,22.57,Connected,-52,OK,None
2025-01-01 05:05:00,ESP32_WA_01,2.24,Normal,6.87,16.33,260,Good,7.05,Neutral,28.27,Connected,-71,OK,None
2025-01-01 05:10:00,ESP32_WA_01,2.96,Normal,1.51,16.45,455,Moderate,7.52,Neutral,26.76,Disconnected,-43,Fault,Sensor Fault
2025-01-01 05:15:00,ESP32_WA_01,3.68,Normal,0.73,16.51,360,Moderate,7.39,Neutral,23.13,Connected,-79,OK,None
2025-01-01 05:20:00,ESP32_WA_01,2.85,Normal,2.25,16.7,131,Good,7.5,Neutral,24.94,Connected,-65,OK,None
2025-01-01 05:25:00,ESP32_WA_01,2.64,Normal,1.84,16.85,397,Moderate,6.75,Acidic,27.44,Connected,-58,OK,None
2025-01-01 05:30:00,ESP32_WA_01,2.52,Normal,4.19,17.2,250,Good,7.21,Neutral,25.64,Connected,-68,OK,None
2025-01-01 05:35:00,ESP32_WA_01,2.58,Normal,0.1,17.21,481,Moderate,7.78,Alkaline,24.55,Connected,-62,OK,None
2025-01-01 05:40:00,ESP32_WA_01,2.88,Normal,3.68,17.52,325,Moderate,7.67,Alkaline,23.68,Connected,-66,OK,None
2025-01-01 05:45:00,ESP32_WA_01,2.53,Normal,1.65,17.66,396,Moderate,7.04,Neutral,25.14,Connected,-64,OK,None
2025-01-01 05:50:00,ESP32_WA_01,3.6,Normal,0.79,17.72,519,Moderate,7.27,Neutral,24.13,Connected,-78,OK,None
2025-01-01 05:55:00,ESP32_WA_01,2.89,Normal,2.96,17.97,159,Good,7.33,Neutral,30.2,Disconnected,-51,Fault,Sensor Fault
2025-01-01 06:00:00,ESP32_WA_01,3.04,Normal,1.68,18.11,475,Moderate,6.65,Acidic,21.04,Connected,-55,OK,None
2025-01-01 06:05:00,ESP32_WA_01,3.58,Normal,5.46,18.56,318,Moderate,7.05,Neutral,21.42,Connected,-59,OK,None
2025-01-01 06:10:00,ESP32_WA_01,3.6,Normal,4.16,18.91,332,Moderate,7.39,Neutral,21.26,Connected,-58,OK,None
2025-01-01 06:15:00,ESP32_WA_01,2.91,Normal,1.55,19.04,306,Moderate,7.29,Neutral,22.26,Connected,-59,OK,None
2025-01-01 06:20:00,ESP32_WA_01,3.13,Normal,3.73,19.35,432,Moderate,7.04,Neutral,22.5,Connected,-74,OK,None
2025-01-01 06:25:00,ESP32_WA_01,3.29,Normal,2.2,19.53,368,Moderate,6.84,Neutral,21.67,Connected,-47,OK,None
2025-01-01 06:30:00,ESP32_WA_01,2.92,Normal,10.0,20.37,563,Moderate,7.1,Neutral,23.52,Disconnected,-62,Fault,Sensor Fault
2025-01-01 06:35:00,ESP32_WA_01,2.29,Normal,1.51,20.49,366,Moderate,6.98,Neutral,21.62,Connected,-53,OK,None
2025-01-01 06:40:00,ESP32_WA_01,3.26,Normal,5.05,20.91,302,Moderate,6.77,Acidic,22.1,Connected,-44,OK,None
2025-01-01 06:45:00,ESP32_WA_01,3.36,Normal,4.05,21.25,508,Moderate,6.49,Acidic,27.35,Connected,-62,OK,pH Out of Range
2025-01-01 06:50:00,ESP32_WA_01,3.17,Normal,1.86,21.41,510,Moderate,6.99,Neutral,23.5,Connected,-68,OK,None
2025-01-01 06:55:00,ESP32_WA_01,2.63,Normal,1.31,21.52,510,Moderate,6.53,Acidic,25.23,Connected,-58,OK,None
2025-01-01 07:00:00,ESP32_WA_01,2.92,Normal,2.76,21.75,526,Moderate,7.05,Neutral,23.45,Connected,-57,OK,None
2025-01-01 07:05:00,ESP32_WA_01,2.76,Normal,1.67,21.88,260,Good,6.67,Acidic,23.95,Connected,-67,OK,None
2025-01-01 07:10:00,ESP32_WA_01,2.88,Normal,9.37,22.67,550,Moderate,7.78,Alkaline,26.35,Connected,-58,OK,None
2025-01-01 07:15:00,ESP32_WA_01,3.52,Normal,0.1,22.67,346,Moderate,7.09,Neutral,26.29,Connected,-74,OK,None
2025-01-01 07:20:00,ESP32_WA_01,3.61,Normal,3.0,22.92,438,Moderate,7.41,Neutral,23.51,Connected,-90,OK,None
2025-01-01 07:25:00,ESP32_WA_01,3.27,Normal,2.29,23.11,281,Good,7.29,Neutral,25.33,Connected,-63,OK,None
2025-01-01 07:30:00,ESP32_WA_01,3.22,Normal,4.87,23.52,93,Good,7.41,Neutral,25.11,Connected,-87,OK,None
2025-01-01 07:35:00,ESP32_WA_01,3.27,Normal,6.01,24.02,494,Moderate,7.42,Neutral,24.39,Connected,-53,OK,None
2025-01-01 07:40:00,ESP32_WA_01,3.0,Normal,3.2,24.29,445,Moderate,7.24,Neutral,24.4,Connected,-47,OK,None
2025-01-01 07:45:00,ESP32_WA_01,2.97,Normal,2.49,24.5,342,Moderate,7.72,Alkaline,24.53,Connected,-59,OK,None
2025-01-01 07:50:00,ESP32_WA_01,2.73,Normal,1.82,24.65,346,Moderate,7.5,Neutral,23.82,Connected,-73,OK,None
2025-01-01 07:55:00,ESP32_WA_01,2.98,Normal,3.42,24.93,622,Poor,7.03,Neutral,25.39,Connected,-53,OK,None
2025-01-01 08:00:00,ESP32_WA_01,3.9,Normal,6.39,25.46,581,Moderate,6.92,Neutral,23.47,Connected,-69,OK,None
2025-01-01 08:05:00,ESP32_WA_01,3.35,Normal,1.08,25.55,211,Good,7.59,Neutral,24.72,Connected,-58,OK,None
2025-01-01 08:10:00,ESP32_WA_01,2.86,Normal,6.0,26.05,483,Moderate,7.33,Neutral,22.45,Disconnected,-70,Fault,Sensor Fault
2025-01-01 08:15:00,ESP32_WA_01,2.81,Normal,5.43,26.51,430,Moderate,7.07,Neutral,22.39,Connected,-48,OK,None
2025-01-01 08:20:00,ESP32_WA_01,2.65,Normal,2.14,26.69,444,Moderate,6.58,Acidic,25.09,Connected,-58,OK,None
2025-01-01 08:25:00,ESP32_WA_01,3.15,Normal,1.79,26.83,410,Moderate,6.86,Neutral,26.1,Connected,-71,OK,None
2025-01-01 08:30:00,ESP32_WA_01,3.16,Normal,2.33,27.03,435,Moderate,6.84,Neutral,18.0,Connected,-63,OK,None
2025-01-01 08:35:00,ESP32_WA_01,2.42,Normal,3.34,27.31,440,Moderate,7.48,Neutral,25.54,Connected,-66,OK,None
2025-01-01 08:40:00,ESP32_WA_01,3.19,Normal,1.83,27.46,638,Poor,7.25,Neutral,24.86,Connected,-51,OK,None
2025-01-01 08:45:00,ESP32_WA_01,2.77,Normal,4.99,27.88,291,Good,7.22,Neutral,20.32,Connected,-60,OK,None
2025-01-01 08:50:00,ESP32_WA_01,3.57,Normal,0.83,27.94,426,Moderate,7.34,Neutral,22.11,Connected,-56,OK,None
2025-01-01 08:55:00,ESP32_WA_01,3.06,Normal,4.86,28.35,514,Moderate,7.41,Neutral,25.3,Connected,-53,OK,None
2025-01-01 09:00:00,ESP32_WA_01,3.69,Normal,0.96,28.43,443,Moderate,7.28,Neutral,26.61,Disconnected,-58,Fault,Sensor Fault
2025-01-01 09:05:00,ESP32_WA_01,2.82,Normal,3.61,28.73,281,Good,7.29,Neutral,21.41,Connected,-59,OK,None
2025-01-01 09:10:00,ESP32_WA_01,2.88,Normal,7.71,29.37,400,Moderate,7.1,Neutral,24.43,Connected,-51,OK,None
2025-01-01 09:15:00,ESP32_WA_01,3.12,Normal,0.48,29.41,417,Moderate,7.27,Neutral,28.38,Connected,-60,OK,None
2025-01-01 09:20:00,ESP32_WA_01,3.42,Normal,1.48,29.54,321,Moderate,7.49,Neutral,30.07,Connected,-51,OK,None
2025-01-01 09:25:00,ESP32_WA_01,3.23,Normal,4.21,29.89,266,Good,7.36,Neutral,27.74,Connected,-61,OK,None
2025-01-01 09:30:00,ESP32_WA_01,2.51,Normal,0.95,29.97,416,Moderate,7.52,Neutral,27.6,Disconnected,-65,Fault,Sensor Fault
2025-01-01 09:35:00,ESP32_WA_01,3.07,Normal,3.68,30.27,556,Moderate,7.47,Neutral,26.76,Connected,-74,OK,None
2025-01-01 09:40:00,ESP32_WA_01,3.01,Normal,1.45,30.39,338,Moderate,7.33,Neutral,30.76,Connected,-65,OK,None
2025-01-01 09:45:00,ESP32_WA_01,2.83,Normal,0.54,30.44,359,Moderate,7.02,Neutral,29.06,Connected,-66,OK,None
2025-01-01 09:50:00,ESP32_WA_01,2.74,Normal,8.03,31.11,521,Moderate,7.71,Alkaline,24.11,Connected,-70,OK,None
2025-01-01 09:55:00,ESP32_WA_01,3.7,Normal,2.47,31.31,322,Moderate,7.33,Neutral,23.78,Connected,-43,OK,None
2025-01-01 10:00:00,ESP32_WA_01,2.84,Normal,1.21,31.41,310,Moderate,7.17,Neutral,22.95,Connected,-82,OK,None
2025-01-01 10:05:00,ESP32_WA_01,2.66,Normal,2.31,31.61,373,Moderate,6.94,Neutral,25.97,Connected,-64,OK,None
2025-01-01 10:10:00,ESP32_WA_01,3.25,Normal,1.63,31.74,298,Good,6.71,Acidic,25.7,Connected,-73,OK,None
2025-01-01 10:15:00,ESP32_WA_01,3.05,Normal,1.58,31.87,273,Good,7.06,Neutral,23.82,Connected,-64,OK,None
2025-01-01 10:20:00,ESP32_WA_01,2.97,Normal,6.92,32.45,619,Poor,6.88,Neutral,25.43,Connected,-46,OK,None
2025-01-01 10:25:00,ESP32_WA_01,3.31,Normal,2.04,32.62,417,Moderate,6.75,Acidic,18.19,Connected,-58,OK,None
2025-01-01 10:30:00,ESP32_WA_01,3.2,Normal,4.3,32.98,165,Good,7.33,Neutral,22.54,Connected,-56,OK,None
2025-01-01 10:35:00,ESP32_WA_01,3.14,Normal,3.58,33.28,192,Good,7.87,Alkaline,28.53,Connected,-67,OK,None
2025-01-01 10:40:00,ESP32_WA_01,3.39,Normal,3.39,33.56,361,Moderate,6.74,Acidic,20.11,Connected,-89,OK,None
2025-01-01 10:45:00,ESP32_WA_01,3.11,Normal,1.07,33.65,384,Moderate,7.69,Alkaline,24.45,Connected,-77,OK,None
2025-01-01 10:50:00,ESP32_WA_01,2.75,Normal,1.26,33.75,466,Moderate,6.98,Neutral,24.51,Connected,-78,OK,None
2025-01-01 10:55:00,ESP32_WA_01,2.86,Normal,2.34,33.95,110,Good,6.49,Acidic,25.0,Connected,-86,OK,pH Out of Range
2025-01-01 11:00:00,ESP32_WA_01,2.79,Normal,5.57,34.41,553,Moderate,7.26,Neutral,25.82,Connected,-62,OK,None
2025-01-01 11:05:00,ESP32_WA_01,3.08,Normal,0.48,34.45,247,Good,7.34,Neutral,19.26,Connected,-63,OK,None
2025-01-01 11:10:00,ESP32_WA_01,2.57,Normal,3.79,34.77,375,Moderate,7.8,Alkaline,25.43,Connected,-52,OK,None
2025-01-01 11:15:00,ESP32_WA_01,2.27,Normal,4.07,35.11,493,Moderate,6.77,Acidic,25.43,Disconnected,-61,Fault,Sensor Fault
2025-01-01 11:20:00,ESP32_WA_01,3.04,Normal,2.61,35.33,136,Good,7.14,Neutral,24.07,Connected,-68,OK,None
2025-01-01 11:25:00,ESP32_WA_01,2.47,Normal,3.13,35.59,446,Moderate,7.67,Alkaline,26.32,Connected,-74,OK,None
2025-01-01 11:30:00,ESP32_WA_01,2.22,Normal,1.51,35.71,715,Poor,6.57,Acidic,24.35,Connected,-64,OK,None
2025-01-01 11:35:00,ESP32_WA_01,3.15,Normal,4.41,36.08,328,Moderate,7.14,Neutral,18.0,Disconnected,-69,Fault,Sensor Fault
2025-01-01 11:40:00,ESP32_WA_01,2.72,Normal,0.44,36.12,295,Good,7.34,Neutral,23.31,Connected,-58,OK,None
2025-01-01 11:45:00,ESP32_WA_01,3.2,Normal,5.99,36.62,279,Good,7.32,Neutral,19.81,Connected,-47,OK,None
2025-01-01 11:50:00,ESP32_WA_01,2.79,Normal,1.75,36.76,428,Moderate,6.97,Neutral,22.87,Connected,-58,OK,None
2025-01-01 11:55:00,ESP32_WA_01,2.55,Normal,10.0,37.6,239,Good,7.18,Neutral,21.09,Connected,-56,OK,None
2025-01-01 12:00:00,ESP32_WA_01,2.5,Normal,4.15,37.94,222,Good,7.42,Neutral,25.79,Connected,-55,OK,None
2025-01-01 12:05:00,ESP32_WA_01,2.79,Normal,5.53,38.4,380,Moderate,7.46,Neutral,26.93,Connected,-60,OK,None
2025-01-01 12:10:00,ESP32_WA_01,2.89,Normal,4.52,38.78,608,Poor,7.32,Neutral,25.88,Connected,-59,OK,None
2025-01-01 12:15:00,ESP32_WA_01,2.67,Normal,3.16,39.04,398,Moderate,7.46,Neutral,24.45,Connected,-63,OK,None
2025-01-01 12:20:00,ESP32_WA_01,2.89,Normal,6.81,39.61,261,Good,7.03,Neutral,30.11,Disconnected,-78,Fault,Sensor Fault
2025-01-01 12:25:00,ESP32_WA_01,2.39,Normal,4.68,40.0,155,Good,6.62,Acidic,25.04,Connected,-76,OK,None
2025-01-01 12:30:00,ESP32_WA_01,3.01,Normal,6.75,40.56,419,Moderate,7.52,Neutral,23.77,Connected,-65,OK,None
2025-01-01 12:35:00,ESP32_WA_01,2.28,Normal,2.73,40.79,482,Moderate,7.24,Neutral,30.08,Connected,-50,OK,None
2025-01-01 12:40:00,ESP32_WA_01,2.92,Normal,2.02,40.96,217,Good,7.08,Neutral,25.85,Connected,-69,OK,None
2025-01-01 12:45:00,ESP32_WA_01,3.28,Normal,6.69,41.52,224,Good,7.47,Neutral,25.98,Connected,-86,OK,None
2025-01-01 12:50:00,ESP32_WA_01,3.44,Normal,3.7,41.82,395,Moderate,6.44,Acidic,27.81,Connected,-76,OK,pH Out of Range
2025-01-01 12:55:00,ESP32_WA_01,3.69,Normal,8.26,42.51,511,Moderate,7.29,Neutral,22.97,Connected,-40,OK,None
2025-01-01 13:00:00,ESP32_WA_01,2.38,Normal,4.45,42.88,368,Moderate,6.94,Neutral,24.53,Connected,-75,OK,None
2025-01-01 13:05:00,ESP32_WA_01,3.3,Normal,2.25,43.07,257,Good,7.06,Neutral,24.46,Connected,-59,OK,None
2025-01-01 13:10:00,ESP32_WA_01,3.48,Normal,4.99,43.49,127,Good,6.95,Neutral,27.37,Connected,-61,OK,None
2025-01-01 13:15:00,ESP32_WA_01,3.39,Normal,4.4,43.85,636,Poor,6.65,Acidic,28.97,Connected,-75,OK,None
2025-01-01 13:20:00,ESP32_WA_01,2.63,Normal,3.79,44.17,481,Moderate,7.42,Neutral,24.55,Connected,-74,OK,None
2025-01-01 13:25:00,ESP32_WA_01,3.16,Normal,3.04,44.42,210,Good,6.33,Acidic,25.61,Connected,-57,OK,pH Out of Range
2025-01-01 13:30:00,ESP32_WA_01,3.74,Normal,1.12,44.51,527,Moderate,6.93,Neutral,20.17,Connected,-69,OK,None
2025-01-01 13:35:00,ESP32_WA_01,2.4,Normal,4.12,44.86,487,Moderate,7.03,Neutral,19.66,Connected,-68,OK,None
2025-01-01 13:40:00,ESP32_WA_01,3.19,Normal,1.08,44.95,302,Moderate,7.68,Alkaline,29.92,Connected,-58,OK,None
2025-01-01 13:45:00,ESP32_WA_01,3.44,Normal,2.41,45.15,324,Moderate,7.36,Neutral,24.4,Connected,-63,OK,None
2025-01-01 13:50:00,ESP32_WA_01,2.72,Normal,8.28,45.84,477,Moderate,6.83,Neutral,22.02,Connected,-53,OK,None
2025-01-01 13:55:00,ESP32_WA_01,3.23,Normal,2.52,46.05,620,Poor,6.68,Acidic,24.0,Connected,-64,OK,None
2025-01-01 14:00:00,ESP32_WA_01,2.57,Normal,5.61,46.52,441,Moderate,7.63,Alkaline,22.87,Connected,-60,OK,None
2025-01-01 14:05:00,ESP32_WA_01,2.68,Normal,2.09,46.69,463,Moderate,7.5,Neutral,21.26,Connected,-64,OK,None
2025-01-01 14:10:00,ESP32_WA_01,2.67,Normal,2.71,46.92,614,Poor,7.49,Neutral,23.79,Connected,-56,OK,None
2025-01-01 14:15:00,ESP32_WA_01,3.08,Normal,2.83,47.15,175,Good,6.5,Acidic,22.77,Connected,-55,OK,None
2025-01-01 14:20:00,ESP32_WA_01,2.96,Normal,4.88,47.56,391,Moderate,7.11,Neutral,23.66,Connected,-69,OK,None
2025-01-01 14:25:00,ESP32_WA_01,3.38,Normal,5.11,47.99,365,Moderate,7.59,Neutral,25.02,Connected,-54,OK,None
2025-01-01 14:30:00,ESP32_WA_01,2.62,Normal,0.87,48.06,529,Moderate,6.72,Acidic,25.77,Connected,-71,OK,None
2025-01-01 14:35:00,ESP32_WA_01,2.95,Normal,4.38,48.42,177,Good,7.39,Neutral,27.45,Connected,-85,OK,None
2025-01-01 14:40:00,ESP32_WA_01,3.38,Normal,4.71,48.82,406,Moderate,7.35,Neutral,26.18,Connected,-62,OK,None
2025-01-01 14:45:00,ESP32_WA_01,3.22,Normal,0.93,48.89,151,Good,7.46,Neutral,27.99,Connected,-56,OK,None
2025-01-01 14:50:00,ESP32_WA_01,2.47,Normal,7.37,49.51,446,Moderate,7.58,Neutral,19.81,Connected,-66,OK,None
2025-01-01 14:55:00,ESP32_WA_01,3.27,Normal,6.44,50.04,307,Moderate,7.85,Alkaline,22.05,Connected,-70,OK,None
2025-01-01 15:00:00,ESP32_WA_01,2.81,Normal,2.69,50.27,294,Good,7.17,Neutral,22.92,Connected,-68,OK,None
2025-01-01 15:05:00,ESP32_WA_01,3.15,Normal,1.91,50.43,499,Moderate,6.83,Neutral,27.5,Connected,-66,OK,None
2025-01-01 15:10:00,ESP32_WA_01,3.12,Normal,0.86,50.5,310,Moderate,6.91,Neutral,22.47,Connected,-81,OK,None
2025-01-01 15:15:00,ESP32_WA_01,3.49,Normal,3.5,50.79,352,Moderate,7.6,Neutral,29.65,Connected,-71,OK,None
2025-01-01 15:20:00,ESP32_WA_01,3.05,Normal,5.37,51.24,324,Moderate,6.4,Acidic,25.28,Connected,-72,OK,pH Out of Range
2025-01-01 15:25:00,ESP32_WA_01,2.26,Normal,2.08,51.41,334,Moderate,6.86,Neutral,22.22,Connected,-69,OK,None
2025-01-01 15:30:00,ESP32_WA_01,2.45,Normal,4.42,51.78,290,Good,7.46,Neutral,22.93,Connected,-55,OK,None
2025-01-01 15:35:00,ESP32_WA_01,3.29,Normal,4.56,52.16,223,Good,6.96,Neutral,20.16,Connected,-58,OK,None
2025-01-01 15:40:00,ESP32_WA_01,2.9,Normal,2.67,52.38,273,Good,7.01,Neutral,26.65,Connected,-69,OK,None
2025-01-01 15:45:00,ESP32_WA_01,3.46,Normal,1.88,52.54,80,Good,7.38,Neutral,23.07,Connected,-72,OK,None
2025-01-01 15:50:00,ESP32_WA_01,3.11,Normal,3.4,52.82,308,Moderate,7.17,Neutral,29.14,Connected,-73,OK,None
2025-01-01 15:55:00,ESP32_WA_01,2.7,Normal,4.81,53.22,452,Moderate,7.44,Neutral,27.87,Connected,-80,OK,None
2025-01-01 16:00:00,ESP32_WA_01,3.43,Normal,1.85,53.38,132,Good,7.14,Neutral,22.52,Connected,-77,OK,None
